Date,temperature,Wavelet_Coefficients,Anomalies
1975-01-31,21.483870967741936,36.67000298484737,True
1975-02-28,21.982142857142858,36.51500568985346,True
1975-03-31,23.651612903225807,36.219381729545354,True
1975-04-30,23.956666666666667,35.98710390084522,True
1975-05-31,23.81290322580645,35.73288287830714,True
1975-06-30,19.466666666666665,35.440822065755455,True
1975-07-31,18.583870967741937,35.17281391622591,True
1975-08-31,15.816129032258065,34.90264885427069,True
1975-09-30,18.32,34.59417002025895,True
1975-10-31,19.20967741935484,34.29882483251766,True
1975-11-30,20.44333333333333,34.075019433952924,True
1975-12-31,19.76129032258065,33.83707573019152,True
1976-01-31,21.22258064516129,33.55648179272357,True
1976-02-29,22.49655172413793,33.31341854195872,True
1976-03-31,22.661290322580644,33.081783298731146,True
1976-04-30,22.773333333333333,32.87814857804088,True
1976-05-31,22.08514354077393,32.56418080752215,True
1976-06-30,21.55,32.31562772146764,True
1976-07-31,16.87741935483871,32.147742150981585,True
1976-08-31,17.541935483870965,31.859233315023435,True
1976-09-30,19.126666666666665,31.62658624240992,True
1976-10-31,20.69677419354839,31.35341726170733,True
1976-11-30,19.086666666666662,31.181781743386857,True
1976-12-31,19.77741935483871,30.96568212003466,True
1977-01-31,21.05806451612903,30.723377773533272,True
1977-02-28,22.839285714285715,30.388251708663557,True
1977-03-31,22.84193548387097,30.2338219261107,True
1977-04-30,24.436666666666667,29.952149288817562,True
1977-05-31,23.287096774193547,29.80571003193688,True
1977-06-30,19.776666666666664,29.48386827074173,True
1977-07-31,18.50967741935484,29.38927346413671,True
1977-08-31,18.548387096774192,29.124215976445395,True
1977-09-30,20.3,28.866490014042654,True
1977-10-31,19.19032258064516,28.53604847552142,True
1977-11-30,20.7,28.369157120899946,True
1977-12-31,21.270967741935483,28.132881659078752,True
1978-01-31,22.374193548387098,27.9653717933394,True
1978-02-28,23.285714285714285,27.745020677483602,True
1978-03-31,23.116129032258065,27.63807352629735,True
1978-04-30,23.416666666666668,27.425021753764245,True
1978-05-31,23.31290322580645,27.192060229652277,True
1978-06-30,19.15666666666667,26.935732309387646,True
1978-07-31,17.18064516129032,26.63334078435933,True
1978-08-31,17.97741935483871,26.407312123952735,True
1978-09-30,19.016666666666666,26.25860866604063,True
1978-10-31,19.16774193548387,26.04064904517584,True
1978-11-30,19.523333333333333,25.804606786564587,True
1978-12-31,20.8,25.590156869010194,True
1979-01-31,21.32903225806452,25.327447072473966,True
1979-02-28,23.260714285714283,25.064034754152146,True
1979-03-31,24.370967741935484,24.843252804891005,True
1979-04-30,24.07,24.630768816633754,True
1979-05-31,20.625806451612902,24.462418945443428,True
1979-06-30,19.686666666666667,24.205736685734458,True
1979-07-31,18.05806451612903,23.989291598580728,True
1979-08-31,17.851612903225806,23.662579153017333,True
1979-09-30,18.69,23.48870105187861,True
1979-10-31,19.32903225806452,23.212088591939658,True
1979-11-30,21.01333333333333,22.96827726367277,True
1979-12-31,21.774193548387096,22.728980146944586,True
1980-01-31,22.238709677419354,22.54157972124323,True
1980-02-29,22.63793103448276,22.312276477497516,True
1980-03-31,23.45093224283819,22.102169778675485,True
1980-04-30,23.33,21.81510980947017,True
1980-05-31,23.70967741935484,21.566194213923616,True
1980-06-30,22.46,21.474291925385682,True
1980-07-31,18.39354838709677,21.136745340900468,False
1980-08-31,17.26451612903226,20.85162840124494,False
1980-09-30,17.886666666666667,20.7110752329913,False
1980-10-31,19.664516129032258,20.542892202560004,False
1980-11-30,20.10333333333333,20.305904532333628,False
1980-12-31,20.432258064516127,20.003007380884362,False
1981-01-31,21.806451612903224,19.756471933512337,False
1981-02-28,22.835714285714285,19.583968244237152,False
1981-03-31,23.787096774193547,19.329440873584588,False
1981-04-30,23.92,19.1661062791155,False
1981-05-31,23.970967741935485,18.98868472013135,False
1981-06-30,22.39,18.90661176581909,False
1981-07-31,16.39032258064516,18.65557044907799,False
1981-08-31,16.2,18.33758951078731,False
1981-09-30,17.2,18.16216046060704,False
1981-10-31,20.125806451612902,17.933228560998526,False
1981-11-30,21.57,17.777771295881642,False
1981-12-31,23.05806451612903,17.516749446332106,False
1982-01-31,23.33225806451613,17.368141610645193,False
1982-02-28,23.392857142857142,17.068174339858935,False
1982-03-31,24.48709677419355,17.01562991483972,False
1982-04-30,24.416666666666668,16.739936778012982,False
1982-05-31,26.81935483870968,16.536839547275818,False
1982-06-30,24.26,16.38160147468343,False
1982-07-31,19.10967741935484,16.139364710947298,False
1982-08-31,17.46451612903226,15.894494735867136,False
1982-09-30,18.69333333333333,15.698052226201472,False
1982-10-31,19.18387096774193,15.514587059637346,False
1982-11-30,19.613333333333333,15.402437017504365,False
1982-12-31,21.643504013225154,15.244943849027795,False
1983-01-31,22.76451612903226,15.009282049386492,False
1983-02-28,22.775,14.795791136862814,False
1983-03-31,23.825806451612905,14.688168412375953,False
1983-04-30,24.65666666666667,14.584858940537021,False
1983-05-31,24.92258064516129,14.4076601123791,False
1983-06-30,23.796666666666667,14.296039132176432,False
1983-07-31,19.5764427381289,14.185654871097197,False
1983-08-31,19.40967741935484,13.961560396381008,False
1983-09-30,19.386666666666667,13.785029310845937,False
1983-10-31,19.47741935483871,13.645283030987446,False
1983-11-30,19.97,13.48805542755214,False
1983-12-31,20.200000000000003,13.372061178782596,False
1984-01-31,19.79032258064516,13.219635564768929,False
1984-02-29,22.17241379310345,13.108261036380737,False
1984-03-31,23.67096774193548,13.057724489344006,False
1984-04-30,24.216666666666665,12.883347028762705,False
1984-05-31,22.348387096774196,12.743119338454102,False
1984-06-30,20.99333333333333,12.587182743168958,False
1984-07-31,21.86972488199596,12.539520335917896,False
1984-08-31,19.88387096774193,12.42247794265973,False
1984-09-30,19.7,12.327932907457205,False
1984-10-31,19.90967741935484,12.298693390949364,False
1984-11-30,19.87,12.147428110637897,False
1984-12-31,19.69677419354839,12.014141003089954,False
1985-01-31,20.596774193548388,11.897035834353181,False
1985-02-28,19.607142857142858,11.927245355100675,False
1985-03-31,20.125806451612902,11.643952268145279,False
1985-04-30,22.866666666666667,11.70710561950178,False
1985-05-31,20.48612015748374,11.663987059069628,False
1985-06-30,20.87666666666667,11.62853903044837,False
1985-07-31,19.77321693167729,11.513880072766769,False
1985-08-31,19.703225806451613,11.387882674606422,False
1985-09-30,19.50333333333333,11.406320941749573,False
1985-10-31,20.67419354838709,11.460219995501783,False
1985-11-30,19.85333333333333,11.338457319259096,False
1985-12-31,19.73548387096774,11.284156541622437,False
1986-01-31,20.932258064516127,11.329403833034895,False
1986-02-28,21.535714285714285,11.372442189092233,False
1986-03-31,19.677419354838708,11.262150695804486,False
1986-04-30,23.94333333333333,11.207093934725181,False
1986-05-31,22.60967741935484,11.347390056018815,False
1986-06-30,21.043333333333333,11.270288343863692,False
1986-07-31,20.532258064516128,11.312249591595972,False
1986-08-31,18.75483870967742,11.298179081778736,False
1986-09-30,18.866666666666667,11.40684270351295,False
1986-10-31,19.73548387096774,11.417555885952872,False
1986-11-30,21.07,11.485821950469688,False
1986-12-31,20.816129032258065,11.44542796366555,False
1987-01-31,21.335483870967742,11.443758672679998,False
1987-02-28,22.564285714285717,11.532675978341086,False
1987-03-31,22.86774193548387,11.532458451808974,False
1987-04-30,23.64,11.628942965850822,False
1987-05-31,20.596774193548388,11.723380262646332,False
1987-06-30,20.25,11.686998861022026,False
1987-07-31,20.616129032258065,11.846865477714145,False
1987-08-31,19.29032258064516,11.813048390370941,False
1987-09-30,21.096666666666668,11.871428120686392,False
1987-10-31,21.07741935483871,11.911789002694288,False
