Date,temperature,precipitation
2010-01-31,25.993428306022466,61.45515973521523
2010-02-28,28.383725435502015,58.94344378279288
2010-03-31,31.295377076201383,73.0139715546805
2010-04-30,31.70631375066044,57.481125742805176
2010-05-31,24.531693250553328,62.43428546900135
2010-06-30,19.53172608610164,63.452278129049894
2010-07-31,18.158425631014786,40.54731837434657
2010-08-31,12.874615420461431,37.67813029521956
2010-09-30,9.061051228130095,39.498256825438204
2010-10-31,12.424866049327544,38.99224067265242
2010-11-30,14.073164614375072,39.74668284466933
2010-12-31,19.068540492859483,55.84281487403013
2011-01-31,25.48392454313207,58.188481431369475
2011-02-28,24.83369354852879,71.85834320994249
2011-03-31,26.550164334973935,67.40287882883098
2011-04-30,27.535678979362444,78.24005308185428
2011-05-31,22.974337759331153,61.58373353831882
2011-06-30,20.628494665190548,56.88969241897162
2011-07-31,13.183951848957582,55.56758608684836
2011-08-31,8.515138559485031,40.35529736106364
2011-09-30,12.931297537843108,46.13729967302065
2011-10-31,10.888193361182543,54.04533271464556
2011-11-30,15.135056409375844,45.46258382719385
2011-12-31,17.150503627573084,62.42316929266151
2012-01-31,23.911234550949636,70.79941397124212
2012-02-29,28.882099217264116,79.39949541565313
2012-03-31,27.698012845155393,71.81524644560959
2012-04-30,29.411650074535732,69.8880979913452
2012-05-31,23.79872262016239,74.10970782808448
2012-06-30,19.416612500413446,65.98492336616593
2012-07-31,13.79658677554121,58.75246425172939
2012-08-31,15.04430233117349,54.2418599907183
2012-09-30,9.973005550524132,47.59987639210755
2012-10-31,9.224324104243813,54.67088742903844
2012-11-30,16.645089824206373,60.9653623664934
2012-12-31,17.558312700057954,63.92824290986816
2013-01-31,25.41772719000951,84.82887255572378
2013-02-28,24.740913790084836,83.85954566132551
2013-03-31,27.34362790220314,78.04348251398676
2013-04-30,29.053976509582636,85.77314909993572
2013-05-31,26.47693315999082,72.6265916488634
2013-06-30,20.34273656237994,74.43542301871226
2013-07-31,14.768703435223523,69.29297789503703
2013-08-31,10.737538570977037,54.40620735147487
2013-09-30,7.042956019265145,61.816880646221605
2013-10-31,9.900057545366197,61.573523577915914
2013-11-30,14.07872245808042,69.61030079997245
2013-12-31,22.114244452437827,82.98396491326974
2014-01-31,25.687236579136922,80.27305941998564
2014-02-28,25.134173727118917,83.72170023497914
2014-03-31,30.64816793878959,85.55242785187238
2014-04-30,27.890089477011756,84.4113296319394
2014-05-31,23.646155999388082,83.11449145292949
2014-06-30,21.223352577681737,78.20575987408321
2014-07-31,17.061999044991907,70.88345399665009
2014-08-31,13.202306200388012,68.64553518841353
2014-09-30,8.321564953554724,63.065009459389536
2014-10-31,10.721321210453185,72.77728932902001
2014-11-30,15.662526862807125,70.17671583381022
2014-12-31,21.951090254244715,93.1008458329481
2015-01-31,24.04165152430942,90.62833673882503
2015-02-28,28.288936084516752,89.20459327468517
2015-03-31,27.787330051987944,90.64553750969444
2015-04-30,26.26784078968305,96.90274313298251
2015-05-31,26.625051644788396,88.38268607337075
2015-06-30,22.712480057141647,86.07000247046047
2015-07-31,14.855979756839336,77.86618812286773
2015-08-31,13.346811757939662,70.14547437994905
2015-09-30,10.723272050095268,64.76603140965797
2015-10-31,10.049506452945366,63.9353828198041
2015-11-30,15.722791211016824,75.26742523966489
2015-12-31,23.076073132931935,89.78199397161737
2016-01-31,24.928347921780098,94.57046872065102
2016-02-29,31.789541349472398,93.26168716320664
2016-03-31,24.76050979182051,102.86590462925591
2016-04-30,30.304059046594837,102.41696795541077
2016-05-31,25.17409413647634,91.08071281899433
2016-06-30,19.401985299068265,89.26862552972764
2016-07-31,15.183521553071008,81.79104359223
2016-08-31,7.364608132953829,70.7947674540803
2016-09-30,9.560656224324976,76.78893680174141
2016-10-31,12.053971105179107,80.3135415750746
2016-11-30,17.95578808948303,88.91525621587638
2016-12-31,18.9634595634527,96.76901026017451
2017-01-31,23.383012794213624,92.61165316021454
2017-02-28,27.656739950675313,100.80125585719097
2017-03-31,31.83080423540415,110.5751763360433
2017-04-30,29.317756257163758,109.05931081132762
2017-05-31,23.940479592465923,104.07523843153024
2017-06-30,21.02653486622671,113.76365745327361
2017-07-31,15.194155098696084,90.35445255346583
2017-08-31,13.277035943221392,88.18744714413641
2017-09-30,8.595893812245295,85.770008817466
2017-10-31,10.684421668960079,86.76657519976241
2017-11-30,14.21578369373568,87.92365377679828
2017-12-31,17.07297010373576,101.29484610246634
2018-01-31,25.59224055412915,101.63587392731215
2018-02-28,29.182364582204166,110.30628802306654
2018-03-31,30.01022691328492,111.57318226085448
2018-04-30,28.191079771094095,112.8997517536982
2018-05-31,22.169258515899173,119.07329283336755
2018-06-30,19.15870935446928,91.16367403704126
2018-07-31,14.314570966946464,96.93130095187257
2018-08-31,9.735191423712376,80.44603958728516
2018-09-30,9.677428576667982,84.64034067105283
2018-10-31,12.147847675784691,94.95437192807024
2018-11-30,18.772371802421056,95.82140009547732
2018-12-31,20.349155625663673,98.11127611035347
2019-01-31,25.51510078144553,107.92348145370016
2019-02-28,28.51136220631205,120.88836980143996
2019-03-31,26.162457569401916,116.34816684141431
2019-04-30,28.607226286945956,119.57267400467646
2019-05-31,25.120460419882054,113.72785919951907
2019-06-30,24.926484224970572,103.24199826197092
2019-07-31,14.615278070437759,110.21972044662662
2019-08-31,11.94284064682284,97.67921405482348
2019-09-30,9.930576460589513,82.87428706671196
2019-10-31,9.00238988691655,96.44189051708055
2019-11-30,17.285645629030036,98.19106767615806
2019-12-31,21.503866065373543,113.76216667398111
